"persid","hhid","age","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","SurveyPeriod","HomeSubRegion","HOMEPC","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"Y17H2810302P02","Y17H2810302",35,9,37,"female","employed","No","Part time","Technicians and Trades Workers","Professional, Scientific and Technical Services","2017-18","MELB - inner",3183,166.99,9,11.0833333333333,22.56,0,0,0,0,0,0,0,0,4.66666666666667,14.6,2.065,1.18,0,0,0,0,4.31454545454545,6.78,"No","Yes","No"
"Y17H2810304P01","Y17H2810304",43,10,42,"female","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - inner",3183,153.53,9,0,0,6.88333333333333,3.8,1.86666666666667,14.74,0,0,0,0,0,0,6.88333333333333,3.8,1.86666666666667,14.74,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810304P02","Y17H2810304",34,8,32,"female","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - inner",3183,169.32,9,0,0,4.66666666666667,3.32,0,0,0,0,0,0,0,0,4.66666666666667,3.32,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810305P01","Y17H2810305",31,8,32,"female","employed","Yes",NA,"Professionals","Professional, Scientific and Technical Services","2017-18","MELB - inner",3183,169.27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810305P02","Y17H2810305",29,7,27,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - inner",3183,220.42,9,0,0,7.93333333333333,3.82,4.55,19.06,0,0,0,0,0,0,7.93333333333333,3.82,4.55,19.06,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810307P01","Y17H2810307",27,7,27,"male","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - inner",3183,530.87,9,5.83333333333333,7.46,0,0,0,0,0,0,0,0,0,0,3.1325,1.79,0,0,0,0,3.60818181818182,5.67,"No","Yes","No"
"Y17H2810307P02","Y17H2810307",24,6,22,"female","employed","No","Full time","Professionals","Education and Training","2017-18","MELB - inner",3183,504.99,9,5.83333333333333,7.46,0,0,0,0,0,0,0,0,0,0,3.1325,1.79,0,0,0,0,3.60818181818182,5.67,"No","Yes","No"
"Y17H2810310P01","Y17H2810310",37,9,37,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - inner",3183,168.48,9,6.41666666666667,16.66,0,0,0,0,0,0,0,0,5.6,15.26,2.45,1.4,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810310P02","Y17H2810310",35,9,37,"male","employed","Yes","Part time","Professionals","Public Administration and Safety","2017-18","MELB - inner",3183,173.98,9,0,0,8.16666666666667,4.14,5.83333333333333,16.26,0,0,0,0,0,0,8.16666666666667,4.14,5.83333333333333,16.26,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810314P01","Y17H2810314",43,10,42,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - inner",3183,373.82,9,0,0,8.16666666666667,4.7,0,0,0,0,0,0,0,0,8.16666666666667,4.7,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810315P01","Y17H2810315",55,13,57,"female","employed","Yes",NA,"Clerical and Administrative Workers","Education and Training","2017-18","MELB - inner",3183,132.82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810318P01","Y17H2810318",82,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - inner",3183,167.53,9,3.5,1.44,0,0,0,0,0,0,0,0,0,0,2.52,1.44,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810322P01","Y17H2810322",24,6,22,"female","employed","Yes",NA,"Professionals","Financial and Insurance Services","2017-18","MELB - inner",3183,209.22,9,0,0,5.95,4.17,3.03333333333333,17.96,0,0,0,0,0,0,5.95,4.17,3.03333333333333,17.96,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810322P02","Y17H2810322",22,6,22,"female","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - inner",3183,209.22,9,0,0,4.2,1.97,3.38333333333333,4.41,0,0,0,0,0,0,4.2,1.97,3.38333333333333,4.41,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810322P03","Y17H2810322",21,6,22,"female","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - inner",3183,209.22,9,21,64.14,0,0,0,0,0,0,0,0,21,64.14,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810328P01","Y17H2810328",27,7,27,"female","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - inner",3183,504.99,9,1.16666666666667,4.13,1.75,1.35,2.33333333333333,3.8,0,0,0,0,0,0,1.75,1.35,2.33333333333333,3.8,0,0,2.62818181818182,4.13,"Yes","Yes","No"
"Y17H2810328P02","Y17H2810328",27,7,27,"female","employed","No","Part time","Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - inner",3183,504.99,9,1.16666666666667,1.43,5.95,4.48,8.16666666666667,18.9,0,0,0,0,0,0,8.4525,5.91,8.16666666666667,18.9,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810328P03","Y17H2810328",26,7,27,"female","employed","No","Part time","Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - inner",3183,504.99,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810330P01","Y17H2810330",45,11,47,"female","employed","Yes",NA,"Professionals","Financial and Insurance Services","2017-18","MELB - inner",3183,151.41,9,0,0,8.05,3.91,2.91666666666667,13.18,0,0,0,0,0,0,8.05,3.91,2.91666666666667,13.18,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810331P01","Y17H2810331",23,6,22,"female","employed","No","Full time","Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - inner",3183,212.44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810331P02","Y17H2810331",21,6,22,"female","employed","No","Full time","Sales Workers","Retail Trade","2017-18","MELB - inner",3183,212.44,9,0,0,7.58333333333333,4.69,4.66666666666667,15.08,0,0,0,0,0,0,7.58333333333333,4.69,4.66666666666667,15.08,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810333P01","Y17H2810333",33,8,32,"male","employed","Yes",NA,"Technicians and Trades Workers","Arts and Recreation Services","2017-18","MELB - inner",3183,174.81,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810337P01","Y17H2810337",62,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - inner",3183,135.78,9,0,0,7,4.5,4.78333333333333,14.98,0,0,0,0,0,0,7,4.5,4.78333333333333,14.98,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810340P01","Y17H2810340",47,11,47,"male","employed","Yes",NA,"Sales Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - inner",3183,158.5,9,1.75,2.88,0,0,0,0,0,0,8.16666666666667,8.09,0,0,5.04,2.88,0,0,0,0,8.16666666666667,8.09,"No","Yes","No"
"Y17H2810401P01","Y17H2810401",61,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,65.57,7,1.16666666666667,3.66,0,0,0,0,0,0,0,0,0,0,6.405,3.66,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810401P02","Y17H2810401",58,13,57,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3033,64.55,7,4.08333333333333,12.44,0,0,0,0,0,0,0,0,4.08333333333333,12.44,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810401P03","Y17H2810401",55,13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,66.66,7,0,0,1.51666666666667,0.52,7.58333333333333,17.97,0,0,0,0,0,0,1.51666666666667,0.52,7.58333333333333,17.97,0,0,0,0,"Yes","Yes","No"
"Y17H2810401P04","Y17H2810401",29,7,27,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3033,101.68,7,4.08333333333333,12.44,0,0,0,0,0,0,0,0,4.08333333333333,12.44,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810402P01","Y17H2810402",55,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,64.96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810402P02","Y17H2810402",19,5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,81.91,7,0,0,4.08333333333333,2.84,2.56666666666667,7.94,0,0,0,0,0,0,4.08333333333333,2.84,2.56666666666667,7.94,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810403P01","Y17H2810403",41,10,42,"female","employed","No",NA,"Clerical and Administrative Workers","Health Care and Social Assistance","2017-18","MELB - middle",3033,74.23,7,14.4666666666667,28.26,0,0,0,0,0,0,0,0,2.56666666666667,5.66,6.02,3.44,0,0,0,0,12.1927272727273,19.16,"No","Yes","No"
"Y17H2810403P02","Y17H2810403",37,9,37,"male","employed","Yes",NA,"Professionals","Retail Trade","2017-18","MELB - middle",3033,84.55,7,15.1666666666667,37.98,0,0,0,0,0,0,0,0,12.25,30.12,0,0,0,0,0,0,5.00181818181818,7.86,"No","No","No"
"Y17H2810409P01","Y17H2810409",61,14,62,"female","employed","No",NA,"Managers","Electricity, Gas, Water and Waste Services","2017-18","MELB - middle",3033,63.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810409P02","Y17H2810409",60,14,62,"male","employed","Yes",NA,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - middle",3033,65.98,7,8.75,41.76,0,0,0,0,0,0,0,0,8.75,41.76,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810409P03","Y17H2810409",31,8,32,"male","employed","Yes",NA,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - middle",3033,83.8,7,8.75,41.76,0,0,0,0,0,0,0,0,8.75,41.76,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810410P01","Y17H2810410",61,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,64.47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810410P02","Y17H2810410",59,13,57,"male","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - middle",3033,67.68,7,0,0,3.15,2.1,7.35,27.66,0,0,0,0,0,0,3.15,2.1,7.35,27.66,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810410P03","Y17H2810410",42,10,42,"female","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - middle",3033,74.23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810411P01","Y17H2810411",28,7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,103.76,7,3.5,12.92,0,0,0,0,0,0,0,0,3.5,12.92,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810411P02","Y17H2810411",27,7,27,"male","employed","Yes",NA,"Professionals","Professional, Scientific and Technical Services","2017-18","MELB - middle",3033,107.15,7,8.05,33.71,1.75,0.36,0,0,0,0,0,0,8.05,33.71,1.75,0.36,0,0,0,0,0,0,"Yes","Yes","No"
"Y17H2810414P01","Y17H2810414",83,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,170.18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810414P02","Y17H2810414",77,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,161.88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810415P01","Y17H2810415",87,19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,79.78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810415P02","Y17H2810415",84,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,77.25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810415P03","Y17H2810415",51,12,52,"male","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - middle",3033,66.66,7,1.16666666666667,1.06,2.8,1.13,7.46666666666667,30.71,0,0,0,0,0,0,4.655,2.19,7.46666666666667,30.71,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810416P01","Y17H2810416",39,9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - middle",3033,83.8,7,3.5,14.14,3.5,1.46,0,0,0,0,0,0,3.5,14.14,3.5,1.46,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810419P01","Y17H2810419",73,16,72,"female","employed","No",NA,"Clerical and Administrative Workers","Education and Training","2017-18","MELB - middle",3033,78.81,7,4.08333333333333,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38363636363636,8.46,"No","No","No"
"Y17H2810421P01","Y17H2810421",40,10,42,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3033,177.72,7,2.33333333333333,2.95,1.16666666666667,0.72,0,0,0,0,0,0,0,0,6.32916666666667,3.67,0,0,0,0,0,0,"Yes","Yes","No"
"Y17H2810421P02","Y17H2810421",35,9,37,"female","employed","No",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3033,206.76,7,2.33333333333333,2.95,1.16666666666667,0.72,0,0,0,0,0,0,0,0,6.32916666666667,3.67,0,0,0,0,0,0,"Yes","Yes","No"
"Y17H2810422P01","Y17H2810422",72,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,79.78,7,7.58333333333333,27.24,0,0,0,0,0,0,0,0,7,25.94,2.275,1.3,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810422P02","Y17H2810422",69,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,63.49,7,7.58333333333333,27.25,9.33333333333333,6.2,0,0,0,0,0,0,7,25.95,11.6083333333333,7.5,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810426P01","Y17H2810426",75,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,81.39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810426P02","Y17H2810426",75,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,78.81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810428P01","Y17H2810428",52,12,52,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3033,152.61,7,30.9166666666667,325.87,0,0,0,0,0,0,0,0,30.9166666666667,325.87,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810428P02","Y17H2810428",48,11,47,"female","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3033,169.05,7,92.8666666666667,82.53,0,0,0,0,0,0,0,0,92.8666666666667,82.53,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810428P03","Y17H2810428",24,6,22,"female","employed","No","Full time","Clerical and Administrative Workers","Accommodation and Food Services","2017-18","MELB - middle",3033,228.37,7,10.5,62.01,2.33333333333333,2.07,0,0,0,0,0,0,10.5,62.01,2.33333333333333,2.07,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2810430P01","Y17H2810430",71,16,72,"male","employed","No",NA,"Professionals","Professional, Scientific and Technical Services","2017-18","MELB - middle",3033,80.29,7,7,38.54,0,0,0,0,0,0,0,0,7,38.54,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810430P02","Y17H2810430",67,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,63.9,7,1.16666666666667,1.79,0,0,0,0,0,0,0,0,0,0,3.1325,1.79,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810430P03","Y17H2810430",43,10,42,"female","employed","Yes",NA,"Sales Workers","Construction","2017-18","MELB - middle",3033,73.58,7,13.4166666666667,58.95,0,0,0,0,0,0,0,0,12.25,54.13,0,0,0,0,0,0,3.06727272727273,4.82,"No","No","No"
"Y17H2810431P01","Y17H2810431",38,9,37,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3033,84.55,7,6.88333333333333,21.42,0,0,0,0,0,0,0,0,6.88333333333333,21.42,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810431P02","Y17H2810431",38,9,37,"male","employed","No",NA,"Labourers","Manufacturing","2017-18","MELB - middle",3033,84.55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810432P01","Y17H2810432",49,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,74.61,7,15.5166666666667,64.46,0,0,0,0,0,0,0,0,15.5166666666667,64.46,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810432P02","Y17H2810432",52,12,52,"male","employed","No",NA,"Managers","Retail Trade","2017-18","MELB - middle",3033,68.02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810435P01","Y17H2810435",53,12,52,"female","employed","Yes",NA,"Clerical and Administrative Workers","Public Administration and Safety","2017-18","MELB - middle",3033,145.16,7,2.33333333333333,10.05,0,0,0,0,0,0,0,0,1.16666666666667,5.19,0,0,0,0,0,0,3.09272727272727,4.86,"No","No","No"
"Y17H2810436P01","Y17H2810436",44,10,42,"male","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing","2017-18","MELB - middle",3033,75.5,7,8.51666666666667,32.87,0,0,0,0,0,0,0,0,8.51666666666667,32.87,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810436P02","Y17H2810436",39,9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,80.63,7,9.33333333333333,23.14,0,0,0,0,0,0,0,0,3.5,15.87,12.7225,7.27,0,0,0,0,0,0,"No","Yes","No"
"Y17H2810438P01","Y17H2810438",72,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3033,78.44,7,0.7,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79909090909091,5.97,"No","No","No"
"Y17H2810438P02","Y17H2810438",46,11,47,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - middle",3033,76.66,7,8.75,39.45,0,0,0,0,0,0,0,0,8.75,39.45,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810441P01","Y17H2810441",50,12,52,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3033,139.33,7,15.75,127.18,0,0,0,0,0,0,0,0,15.75,127.18,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810441P02","Y17H2810441",48,11,47,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3033,170.57,7,10.5,109.76,0,0,0,0,0,0,0,0,10.5,109.76,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2810441P03","Y17H2810441",18,5,17,"female","employed","No","Full time","Sales Workers","Retail Trade","2017-18","MELB - middle",3033,179.02,7,5.83333333333333,23.11,1.63333333333333,1.94,7.58333333333333,15.8,0,0,0,0,5.83333333333333,23.11,1.63333333333333,1.94,7.58333333333333,15.8,0,0,0,0,"Yes","Yes","No"
"Y17H2811002P01","Y17H2811002",84,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,174.75,7,7,1.71,0,0,0,0,0,0,0,0,0,0,2.9925,1.71,0,0,0,0,0,0,"No","Yes","No"
"Y17H2811003P01","Y17H2811003",58,13,57,"female","employed","Yes",NA,"Managers","Arts and Recreation Services","2017-18","Geelong",3222,147.31,7,8.75,54.38,3.5,2.2,0,0,0,0,0,0,8.75,54.38,3.5,2.2,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2811003P02","Y17H2811003",58,13,57,"male","employed","No",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","Geelong",3222,152.13,7,19.25,147.98,3.5,2.2,0,0,0,0,0,0,14,141.72,3.5,2.2,0,0,0,0,3.98363636363636,6.26,"Yes","Yes","Yes"
"Y17H2811009P01","Y17H2811009",33,8,32,"male","employed","No",NA,"Labourers","Construction","2017-18","Geelong",3222,188.37,7,8.4,52.74,0,0,0,0,0,0,0,0,7.58333333333333,50.9,3.22,1.84,0,0,0,0,0,0,"No","Yes","No"
"Y17H2811009P02","Y17H2811009",30,8,32,"female","employed","No",NA,"Professionals","Health Care and Social Assistance","2017-18","Geelong",3222,182.4,7,7,42.84,1.86666666666667,0.52,0,0,0,0,0,0,7,42.84,1.86666666666667,0.52,0,0,0,0,0,0,"Yes","Yes","No"
"Y17H2811010P01","Y17H2811010",38,9,37,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","Geelong",3222,190.05,7,8.75,44.15,0,0,0,0,0,0,0,0,6.41666666666667,40.91,0,0,0,0,0,0,2.06181818181818,3.24,"No","No","No"
"Y17H2811010P02","Y17H2811010",37,9,37,"female","employed","No",NA,"Clerical and Administrative Workers","Other Services","2017-18","Geelong",3222,184.03,7,1.16666666666667,3.38,0,0,0,0,0,0,0,0,0,0,5.915,3.38,0,0,0,0,0,0,"No","Yes","No"
"Y17H2811014P01","Y17H2811014",63,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,372.6,7,4.2,17.64,0,0,0,0,0,0,0,0,2.21666666666667,14.32,5.81,3.32,0,0,0,0,0,0,"No","Yes","No"
"Y17H2811014P02","Y17H2811014",61,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,391.7,7,4.2,17.64,0,0,0,0,0,0,0,0,2.21666666666667,14.32,5.81,3.32,0,0,0,0,0,0,"No","Yes","No"
"Y17H2811016P01","Y17H2811016",49,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,165.39,7,0,0,14,5.44,0,0,0,0,0,0,0,0,14,5.44,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y17H2811017P01","Y17H2811017",77,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,176.31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811017P02","Y17H2811017",77,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,182.08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811019P01","Y17H2811019",84,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,182.94,7,4.66666666666667,44.56,0,0,0,0,0,0,0,0,4.66666666666667,44.56,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811019P02","Y17H2811019",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","Geelong",3222,177.15,7,4.66666666666667,44.56,0,0,0,0,0,0,0,0,4.66666666666667,44.56,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811020P01","Y17H2811020",61,14,62,"male","employed","Yes",NA,"Technicians and Trades Workers","Retail Trade","2017-18","Geelong",3222,375.95,7,3.5,10.13,0,0,0,0,0,0,0,0,3.5,10.13,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811020P02","Y17H2811020",59,13,57,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","Geelong",3222,390.78,7,7,29.68,0,0,0,0,0,0,0,0,7,29.68,0,0,0,0,0,0,0,0,"No","No","No"
"Y17H2811023P01","Y17H2811023",53,12,52,"male","employed","Yes",NA,"Technicians and Trades Workers","Health Care and Social Assistance","2017-18","Geelong",3223,150.78,4,1.16666666666667,3.52,5.25,4.38,0,0,0,0,0,0,0,0,11.41,7.9,0,0,0,0,0,0,"Yes","Yes","Yes"
